"","nombre_promocional","longitud","latitud","enlace_web","Tipo","geometry","corpse_category"
"208","Aljaraque","-7.024309","37.266581","http://www.nacionrotonda.com/2014/12/aljaraque-huelva.html",,,"Desenterrados"
"209","Cala Murada","3.269061","39.450495","http://www.nacionrotonda.com/2014/12/cala-murada-illes-balears.html",,,"Desenterrados"
"210","Campo de Criptana","-3.139925","39.398884","http://www.nacionrotonda.com/2014/12/campo-de-criptana-ciudad-real.html",,,"Desenterrados"
"211","Cercanías a Navalcarnero","-3.897405","40.316374","http://www.nacionrotonda.com/2014/12/cercanias-navalcarnero-madrid.html",,,"Desenterrados"
"212","Chilches (playa)","-0.153304","39.771941","http://www.nacionrotonda.com/2014/12/chilches-castellon.html",,,"Desenterrados"
"213","Chilches (pueblo)","-0.186654","39.783439","http://www.nacionrotonda.com/2014/12/chilches-pueblo-castellon.html",,,"Desenterrados"
"214","Cierre M-110","-3.591119","40.514653","http://www.nacionrotonda.com/2014/12/cierre-m-110-madrid.html",,,"Desenterrados"
"215","Club Med Cap de Creus","3.29569","42.325946","http://www.nacionrotonda.com/2014/12/club-med-cap-de-creus-cadaques-girona.html",,,"Desenterrados"
"216","Cuenca (oeste)","-2.15488","40.069966","http://www.nacionrotonda.com/2014/12/cuenca-oeste-cuenca.html",,,"Desenterrados"
"217","Espui","0.991227","42.451765","http://www.nacionrotonda.com/2014/12/espui-lleida.html",,,"Desenterrados"
"218","Igualada (sur)","1.610061","41.56806","http://www.nacionrotonda.com/2014/12/igualada-sur-barcelona.html",,,"Desenterrados"
"219","Legazpi","-3.687183","40.393329","http://www.nacionrotonda.com/2014/12/legazpi-madrid.html",,,"Desenterrados"
"220","Mengíbar","-3.788028","37.938497","http://www.nacionrotonda.com/2014/12/mengibar-jaen.html",,,"Desenterrados"
"221","Noblejas","-3.446832","39.975783","http://www.nacionrotonda.com/2014/12/noblejas-toledo.html",,,"Desenterrados"
"222","Ribadesella","-5.078967","43.466714","http://www.nacionrotonda.com/2014/12/ribadesella-oeste-asturias.html",,,"Desenterrados"
"223","Roxos","-8.606234","42.877313","http://www.nacionrotonda.com/2014/12/roxos-coruna.html",,,"Desenterrados"
"224","Sagunto (sur)","-0.253333","39.659785","http://www.nacionrotonda.com/2014/12/sagunto-sur-valencia.html",,,"Desenterrados"
"225","Salou (norte)","1.134202","41.085232","http://www.nacionrotonda.com/2014/12/salou-norte-tarragona.html",,,"Desenterrados"
"226","Santullán","-3.209586","43.349161","http://www.nacionrotonda.com/2014/12/santullan-cantabria.html",,,"Desenterrados"
"227","Sierra de Yeguas","-4.868833","37.128599","http://www.nacionrotonda.com/2014/12/sierra-de-yeguas-malaga.html",,,"Desenterrados"
"228","Talavera de la Reina (circunvalación)","-4.802377","39.951784","http://www.nacionrotonda.com/2014/12/talavera-de-la-reina-circunvalacion.html",,,"Desenterrados"
"229","Agaete","-15.699675","28.100256","http://www.nacionrotonda.com/2015/01/agaete-las-palmas.html",,,"Desenterrados"
"230","Algeciras (suroeste)","-5.470622","36.120934","http://www.nacionrotonda.com/2015/01/algeciras-suroeste-cadiz.html",,,"Desenterrados"
"231","Buenavista","-3.582962","37.101273","http://www.nacionrotonda.com/2015/01/buenavista-granada.html",,,"Desenterrados"
"232","Castalla","-0.673007","38.593758","http://www.nacionrotonda.com/2015/01/castalla-alicante.html",,,"Desenterrados"
"233","Castilblanco","-5.089194","39.274083","http://www.nacionrotonda.com/2015/01/castilblanco-badajoz.html",,,"Desenterrados"
"234","Cerro Belmonte","-3.714571","40.470622","http://www.nacionrotonda.com/2015/01/cerro-belmonte-madrid.html",,,"Desenterrados"
"235","Club de Golf Bierzo","-6.533128","42.587754","http://www.nacionrotonda.com/2015/01/club-de-golf-bierzo-leon.html",,,"Desenterrados"
"236","Gójar","-3.596781","37.096923","http://www.nacionrotonda.com/2015/01/gojar-granada.html",,,"Desenterrados"
"237","La Manga del Mar Menor (norte)","-0.746251","37.777656","http://www.nacionrotonda.com/2015/01/la-manga-del-mar-menor-norte-murcia.html",,,"Desenterrados"
"238","Móstoles","-3.860151","40.309594","http://www.nacionrotonda.com/2015/01/mostoles-madrid.html",,,"Desenterrados"
"239","Pancar","-4.761896","43.414234","http://www.nacionrotonda.com/2015/01/pancar-asturias.html",,,"Desenterrados"
"240","Residencial el Misterio","-0.528318","38.968881","http://www.nacionrotonda.com/2015/01/residencial-el-misterio-xativa-valencia.html",,,"Desenterrados"
"241","San Miguel de Meruelo","-3.577011","43.45731","http://www.nacionrotonda.com/2015/01/san-miguel-de-meruelo-cantabria.html",,,"Desenterrados"
"242","Sella","-0.276471","38.610388","http://www.nacionrotonda.com/2015/01/sella-alicante.html",,,"Desenterrados"
"243","Somosaguas","-3.800919","40.415876","http://www.nacionrotonda.com/2015/01/somosaguas-pozuelo-de-alarcon-madrid.html",,,"Desenterrados"
"244","Utebo","-0.991246","41.707476","http://www.nacionrotonda.com/2015/01/utebo-zaragoza.html",,,"Desenterrados"
"245","Viladaíde","-7.238736","43.563099","http://www.nacionrotonda.com/2015/01/viladaide-lugo.html",,,"Desenterrados"
"246","Villa de Valverde","-17.913992","27.815456","http://www.nacionrotonda.com/2015/01/villa-de-valverde-el-hierro-santa-cruz.html",,,"Desenterrados"
"247","Alaior","4.153242","39.931437","http://www.nacionrotonda.com/2015/02/alaior-menorca-illes-balears.html",,,"Desenterrados"
"248","Alcalá del Río","-5.985154","37.514224","http://www.nacionrotonda.com/2015/02/alcala-del-rio-sevilla.html",,,"Desenterrados"
"249","Alquebla","-0.853877","38.429771","http://www.nacionrotonda.com/2015/02/alquebla-alicante.html",,,"Desenterrados"
"250","Arganda del Rey (norte)","-3.446466","40.308858","http://www.nacionrotonda.com/2015/02/arganda-del-rey-norte-madrid.html",,,"Desenterrados"
"251","Arnedo","-2.090681","42.241126","http://www.nacionrotonda.com/2015/02/arnedo-la-rioja.html",,,"Desenterrados"
"252","Cancela","-8.613218","43.259463","http://www.nacionrotonda.com/2015/02/cancela-coruna.html",,,"Desenterrados"
"253","Chillón","-4.870312","38.799467","http://www.nacionrotonda.com/2015/02/chillon-ciudad-real.html",,,"Desenterrados"
"254","Coloma","-0.139638","38.600438","http://www.nacionrotonda.com/2015/02/coloma-alicante.html",,,"Desenterrados"
"255","Constantí","1.21688","41.153476","http://www.nacionrotonda.com/2015/02/constanti-tarragona.html",,,"Desenterrados"
"256","El Pont de Príncep","2.976551","42.228481","http://www.nacionrotonda.com/2015/02/el-pont-de-princep-girona.html",,,"Desenterrados"
"257","Golf el Puerto","-6.243632","36.621105","http://www.nacionrotonda.com/2015/02/golf-el-puerto-cadiz.html",,,"Desenterrados"
"258","Guadassuar","-0.454414","39.174516","http://www.nacionrotonda.com/2015/02/guadassuar-valencia.html",,,"Desenterrados"
"259","Lardero","-2.456886","42.433303","http://www.nacionrotonda.com/2015/02/lardero-la-rioja.html",,,"Desenterrados"
"260","Logroño (norte)","-2.448391","42.475995","http://www.nacionrotonda.com/2015/02/logrono-norte-la-rioja.html",,,"Desenterrados"
"261","Loriguilla","-0.568204","39.486514","http://www.nacionrotonda.com/2015/02/loriguilla-valencia.html",,,"Desenterrados"
"262","Lo Romero Golf","-0.826948","37.886563","http://www.nacionrotonda.com/2015/02/lo-romero-golf-alicante.html",,,"Desenterrados"
"263","Moguer","-6.815689","37.298332","http://www.nacionrotonda.com/2015/02/moguer-huelva.html",,,"Desenterrados"
"264","Navalmoral de la Mata (sector 9)","-5.505745","39.895045","http://www.nacionrotonda.com/2015/02/navalmoral-de-la-mata-sector-9-caceres.html",,,"Desenterrados"
"265","Ofelia Nieto 29","-3.709893","40.459921","http://www.nacionrotonda.com/2015/02/ofelia-nieto-29-madrid.html",,,"Desenterrados"
"266","Olloqui-Alzuza","-1.573416","42.835576","http://www.nacionrotonda.com/2015/02/olloki-alzuza-navarra.html",,,"Desenterrados"
"267","Parla (PAU-5)","-3.783196","40.246202","http://www.nacionrotonda.com/2015/02/parla-pau-5-madrid.html",,,"Desenterrados"
"268","Pinto","-3.701571","40.257024","http://www.nacionrotonda.com/2015/02/pinto-madrid.html",,,"Desenterrados"
"269","Quel","-2.028745","42.285379","http://www.nacionrotonda.com/2015/02/quel-la-rioja.html",,,"Desenterrados"
"270","San Juan de Alicante","-0.431328","38.412427","http://www.nacionrotonda.com/2015/02/san-juan-de-alicante-alicante.html",,,"Desenterrados"
"271","Sant Just Desvern","2.062185","41.387816","http://www.nacionrotonda.com/2015/02/sant-feliu-de-llobregat-barcelona.html",,,"Desenterrados"
"272","Valle del Sol","-1.016437","37.846347","http://www.nacionrotonda.com/2015/02/valle-del-sol-murcia.html",,,"Desenterrados"
"273","Yeles","-3.80512","40.120696","http://www.nacionrotonda.com/2015/02/yeles-toledo.html",,,"Desenterrados"
"274","Aracena","-6.563358","37.891654","http://www.nacionrotonda.com/2015/03/aracena-huelva.html",,,"Desenterrados"
"275","Autopista Radial R-3","-3.529688","40.394203","http://www.nacionrotonda.com/2015/03/autopista-radial-r-3-madrid.html",,,"Desenterrados"
"276","Autopista Radial R-5","-3.905339","40.260086","http://www.nacionrotonda.com/2015/03/autopista-radial-r-5-madrid.html",,,"Desenterrados"
"277","Cariñena","-1.206209","41.363882","http://www.nacionrotonda.com/2015/03/carinena-zaragoza.html",,,"Desenterrados"
"278","Churriana","-4.474684","36.664534","http://www.nacionrotonda.com/2015/03/churriana-malaga.html",,,"Desenterrados"
"279","Combarro","-8.706875","42.429414","http://www.nacionrotonda.com/2015/03/combarro-pontevedra.html",,,"Desenterrados"
"280","Costa Calma","-14.231861","28.152533","http://www.nacionrotonda.com/2015/03/costa-calma-fuerteventura-las-palmas.html",,,"Desenterrados"
"281","Autopista Radial R-4","-3.47716","39.923081","http://www.nacionrotonda.com/2015/03/function-container46r.html",,,"Desenterrados"
"282","Golf Son Gual","2.81117","39.566151","http://www.nacionrotonda.com/2015/03/golf-son-gual-mallorca-illes-balears.html",,,"Desenterrados"
"283","La Capellania","-13.891036","28.69718","http://www.nacionrotonda.com/2015/03/la-capellania-fuerteventura-las-palmas.html",,,"Desenterrados"
"284","Laserna","-2.488489","42.495463","http://www.nacionrotonda.com/2015/03/laserna-alava-araba.html",,,"Desenterrados"
"285","Los Arcos","-2.162792","42.555001","http://www.nacionrotonda.com/2015/03/los-arcos-navarra.html",,,"Desenterrados"
"286","Los Moriscos","-16.285601","28.432593","http://www.nacionrotonda.com/2015/03/los-moriscos-tenerife-santa-cruz-de.html",,,"Desenterrados"
"287","Montserrat","-0.604266","39.355702","http://www.nacionrotonda.com/2015/03/montserrat-valencia.html",,,"Desenterrados"
"288","Mutriku","-2.384103","43.307147","http://www.nacionrotonda.com/2015/03/mutriku-guipuzkoa.html",,,"Desenterrados"
"289","Polígono industrial San Fernando","-3.49696","40.444628","http://www.nacionrotonda.com/2015/03/poligono-industrial-san-fernando-san.html",,,"Desenterrados"
"290","Puerto de la Cruz","-16.536378","28.407115","http://www.nacionrotonda.com/2015/03/puerto-de-la-cruz-tenerife-santa-cruz.html",,,"Desenterrados"
"291","San Bartolom‚ de Meruelo","-3.596422","43.427568","http://www.nacionrotonda.com/2015/03/san-bartolome-de-meruelo-cantabria.html",,,"Desenterrados"
"292","Sanlúcar Club de Campo","-6.318927","36.792449","http://www.nacionrotonda.com/2015/03/sanlucar-club-de-campo-cadiz.html",,,"Desenterrados"
"293","Sevilla (este)","-5.918758","37.403919","http://www.nacionrotonda.com/2015/03/sevilla-este-sevilla.html",,,"Desenterrados"
"294","Tarancón (sur)","-2.961562","39.979684","http://www.nacionrotonda.com/2015/03/tarancon-sur-cuenca.html",,,"Desenterrados"
"295","Tobarra","-1.670378","38.606264","http://www.nacionrotonda.com/2015/03/tobarra-albacete.html",,,"Desenterrados"
"296","Casillas de la Costa","-13.896758","28.661992","http://www.nacionrotonda.com/2015/03/urbanizacion-casilla-de-la-costa.html",,,"Desenterrados"
"297","urbanización Prado del Rey","-1.059955","41.721176","http://www.nacionrotonda.com/2015/03/urbanizacion-prado-del-rey-zaragoza.html",,,"Desenterrados"
"298","V‚lez-M laga","-4.107386","36.774354","http://www.nacionrotonda.com/2015/03/velez-malaga-malaga.html",,,"Desenterrados"
"299","Yesa","-1.185839","42.614263","http://www.nacionrotonda.com/2015/03/yesa-navarra.html",,,"Desenterrados"
"300","A-6 Las Rozas","-3.894747","40.547817","http://www.nacionrotonda.com/2015/04/a-6-las-rozas-madrid.html",,,"Desenterrados"
"301","Albal","-0.434502","39.396586","http://www.nacionrotonda.com/2015/04/alabal-valencia.html",,,"Desenterrados"
"302","Aldea Moret","-6.389021","39.448222","http://www.nacionrotonda.com/2015/04/aldea-de-moret-caceres.html",,,"Desenterrados"
"303","Arrecife","-13.549843","28.981063","http://www.nacionrotonda.com/2015/04/arrecife-las-palmas.html",,,"Desenterrados"
"304","Atarfe","-3.694574","37.219179","http://www.nacionrotonda.com/2015/04/atarfe-granada.html",,,"Desenterrados"
"305","Caleta del Sebo","-13.505133","29.229398","http://www.nacionrotonda.com/2015/04/caleta-del-sebo-las-palmas.html",,,"Desenterrados"
"306","Cerdanyola del Vallés","2.109887","41.487447","http://www.nacionrotonda.com/2015/04/cerdanyola-del-valles-barcelona.html",,,"Desenterrados"
"307","Cudillero","-6.14559","43.556895","http://www.nacionrotonda.com/2015/04/cudillero-asturias.html",,,"Desenterrados"
"308","Dolores (Murcia)","-0.883751","37.776971","http://www.nacionrotonda.com/2015/04/dolores-murcia.html",,,"Desenterrados"
"309","El Calón","-1.705823","37.310174","http://www.nacionrotonda.com/2015/04/el-calon-almeria.html",,,"Desenterrados"
"310","El Médano (oeste)","-16.541854","28.044439","http://www.nacionrotonda.com/2015/04/el-medano-oeste-tenerife-santa-cruz-de.html",,,"Desenterrados"
"311","Golf Antequera","-4.598971","37.014626","http://www.nacionrotonda.com/2015/04/golf-antequera-malaga.html",,,"Desenterrados"
"312","La Alberca de Z ncara","-2.481946","39.5218","http://www.nacionrotonda.com/2015/04/la-alberca-de-zancara-cuenca.html",,,"Desenterrados"
"313","La Puebla de Montalbán","-4.355076","39.866367","http://www.nacionrotonda.com/2015/04/la-puebla-de-montalban-toledo.html",,,"Desenterrados"
"314","Llivia","1.977811","42.463173","http://www.nacionrotonda.com/2015/04/llivia-girona.html",,,"Desenterrados"
"315","Mar Menor Resort","-0.915047","37.742411","http://www.nacionrotonda.com/2015/04/mar-menor-resort-murcia.html",,,"Desenterrados"
"316","Perdiguera","-0.644926","41.746892","http://www.nacionrotonda.com/2015/04/perdiguera-zaragoza.html",,,"Desenterrados"
"317","Polígono Industrial Campollano","-1.886756","39.026519","http://www.nacionrotonda.com/2015/04/poligono-industrial-campollano-albacete.html",,,"Desenterrados"
"318","Puerto de Santander","-3.827142","43.449111","http://www.nacionrotonda.com/2015/04/puerto-de-santander-cantabria.html",,,"Desenterrados"
"319","Santa Rosalía","-0.891262","37.739581","http://www.nacionrotonda.com/2015/04/santa-rosalia-murcia.html",,,"Desenterrados"
"320","Sa Rápita","2.950048","39.366996","http://www.nacionrotonda.com/2015/04/sa-rapita-islas-baleares.html",,,"Desenterrados"
"321","Sevilla (sureste)","-5.915376","37.378439","http://www.nacionrotonda.com/2015/04/sevilla-sureste-sevilla.html",,,"Desenterrados"
"322","Valladolid (norte)","-4.711674","41.663353","http://www.nacionrotonda.com/2015/04/valladolid-norte-valladolid.html",,,"Desenterrados"
"323","A-38","-0.288523","39.179484","http://www.nacionrotonda.com/2015/05/a-38-valencia.html",,,"Desenterrados"
"324","Alcaides Club de Golf","-5.330172","36.247946","http://www.nacionrotonda.com/2015/05/alcaidesa-club-de-golf-cadiz.html",,,"Desenterrados"
"325","Almassora","-0.057821","39.952778","http://www.nacionrotonda.com/2015/05/almassora-castellon.html",,,"Desenterrados"
"326","Arcas","-2.10589","39.989684","http://www.nacionrotonda.com/2015/05/arcas-cuenca.html",,,"Desenterrados"
"327","Ayamonte","-7.399258","37.219627","http://www.nacionrotonda.com/2015/05/ayamonte-huelva.html",,,"Desenterrados"
"328","Calatayud Golf","-1.66843","41.318242","http://www.nacionrotonda.com/2015/05/calatayud-golf-zaragoza.html",,,"Desenterrados"
"329","El Guincho","-16.61461","28.042475","http://www.nacionrotonda.com/2015/05/el-guincho-tenerife-santa-cruz-de.html",,,"Desenterrados"
"330","Fuente Milano","-3.686792","40.855992","http://www.nacionrotonda.com/2015/05/fuente-milano-madrid.html",,,"Desenterrados"
"331","Huesca (sur)","-0.407128","42.125352","http://www.nacionrotonda.com/2015/05/huesca-sur-huesca.html",,,"Desenterrados"
"332","La Puebla de Alfindén","-0.749015","41.630357","http://www.nacionrotonda.com/2015/05/la-puebla-de-alfinden-zaragoza.html",,,"Desenterrados"
"333","L'Olleria","-0.52152","38.905957","http://www.nacionrotonda.com/2015/05/lolleria-valencia.html",,,"Desenterrados"
"334","Los Corrales de Buelna","-4.070394","43.288525","http://www.nacionrotonda.com/2015/05/los-corrales-de-buelna-cantabria.html",,,"Desenterrados"
"335","Mondragón","-2.505092","43.06447","http://www.nacionrotonda.com/2015/05/mondragon-gipuzkoa.html",,,"Desenterrados"
"336","Parque Ofimático A Coruña","-8.404536","43.338618","http://www.nacionrotonda.com/2015/05/parque-ofimatico-de-coruna-coruna.html",,,"Desenterrados"
"337","Pedraúcha","-8.614695","42.191874","http://www.nacionrotonda.com/2015/05/pedraucha-pontevedra.html",,,"Desenterrados"
"338","Poblete","-3.968967","38.943571","http://www.nacionrotonda.com/2015/05/poblete-ciudad-real.html",,,"Desenterrados"
"339","Salamanca (oeste)","-5.690338","40.970866","http://www.nacionrotonda.com/2015/05/salamanca-oeste-salamanca.html",,,"Desenterrados"
"340","San Isidro","-2.172775","36.912705","http://www.nacionrotonda.com/2015/05/san-isidro-almeria.html",,,"Desenterrados"
"341","Sigüenza","-2.660302","41.044279","http://www.nacionrotonda.com/2015/05/siguenza-guadalajara.html",,,"Desenterrados"
"342","Torredembarra","1.421623","41.150403","http://www.nacionrotonda.com/2015/05/torredembarra-tarragona.html",,,"Desenterrados"
"343","Villarubia","-4.915071","37.84685","http://www.nacionrotonda.com/2015/05/villarubia-cordoba.html",,,"Desenterrados"
"344","Aeropuerto de Castellón","0.075359","40.214039","http://www.nacionrotonda.com/2015/06/aeropuerto-de-castellon-castellon.html",,,"Desenterrados"
"345","Alhaurín Golf","-4.716406","36.621588","http://www.nacionrotonda.com/2015/06/alhaurin-golf-malaga.html",,,"Desenterrados"
"346","Almerimar","-2.800998","36.70744","http://www.nacionrotonda.com/2015/06/almerimar-almeria.html",,,"Desenterrados"
"347","Alosno","-7.116334","37.543133","http://www.nacionrotonda.com/2015/06/alosno-huelva.html",,,"Desenterrados"
"348","Barcience","-4.231865","39.983638","http://www.nacionrotonda.com/2015/06/barcience-toledo.html",,,"Desenterrados"
"349","Barrio Panchito Ramos","-14.008876","28.234936","http://www.nacionrotonda.com/2015/06/barrio-panchito-ramos-fuerteventura-las.html",,,"Desenterrados"
"350","Benisanó","-0.583634","39.618004","http://www.nacionrotonda.com/2015/06/benisano-valencia.html",,,"Desenterrados"
"351","Estrella de Mar","-0.824852","37.671027","http://www.nacionrotonda.com/2015/06/estrella-de-mar-murcia.html",,,"Desenterrados"
"352","Gata Residencial","0.063595","38.778834","http://www.nacionrotonda.com/2015/06/gata-residencial-alicante.html",,,"Desenterrados"
"353","La Beguda Alta","1.844736","41.497675","http://www.nacionrotonda.com/2015/06/la-beguda-alta-barcelona.html",,,"Desenterrados"
"354","Las Playitas","-13.993844","28.229346","http://www.nacionrotonda.com/2015/06/las-playitas-fuerteventura-las-palmas.html",,,"Desenterrados"
"355","Lemóniz","-2.873161","43.431927","http://www.nacionrotonda.com/2015/06/lemoniz-bizkaia.html",,,"Desenterrados"
"356","Medina Sidonia","-5.918977","36.482551","http://www.nacionrotonda.com/2015/06/medina-sidonia-cadiz.html",,,"Desenterrados"
"357","Puerto Real","-6.166744","36.521699","http://www.nacionrotonda.com/2015/06/puerto-real-cadiz.html",,,"Desenterrados"
"358","Salamanca (norte)","-5.666573","40.993894","http://www.nacionrotonda.com/2015/06/salamanca-norte-salamanca.html",,,"Desenterrados"
"359","Suances","-4.054311","43.42365","http://www.nacionrotonda.com/2015/06/suances-cantabria.html",,,"Desenterrados"
"360","Tomelloso","-2.954916","39.162713","http://www.nacionrotonda.com/2015/06/tomelloso-ciudad-real.html",,,"Desenterrados"
"361","Trijueque","-2.992939","40.775722","http://www.nacionrotonda.com/2015/06/trijueque-guadalajara.html",,,"Desenterrados"
"362","Valdecaballeros I y II","-5.190218","39.296259","http://www.nacionrotonda.com/2015/06/valdecaballeros-i-y-ii-badajoz.html",,,"Desenterrados"
"363","Vélez de Benaudalla","-3.51005","36.833695","http://www.nacionrotonda.com/2015/06/velez-de-benaudalla-granada.html",,,"Desenterrados"
"364","Velilla de San Antonio","-3.478267","40.379936","http://www.nacionrotonda.com/2015/06/velilla-de-san-antonio-madrid.html",,,"Desenterrados"
"365","Vicálvaro-Ahijones","-3.575144","40.391436","http://www.nacionrotonda.com/2015/06/vicalvaro-ahijones-madrid.html",,,"Desenterrados"
"366","Altorreal","-1.186147","38.067714","http://www.nacionrotonda.com/2015/07/altorreal-murcia.html",,,"Desenterrados"
"367","Aranda de Duero","-3.701096","41.661497","http://www.nacionrotonda.com/2015/07/aranda-de-duero-burgos.html",,,"Desenterrados"
"368","Badajoz (sur)","-6.968528","38.856006","http://www.nacionrotonda.com/2015/07/badajoz-sur-badajoz.html",,,"Desenterrados"
"369","Barrax","-2.192643","39.045384","http://www.nacionrotonda.com/2015/07/barrax-albacete.html",,,"Desenterrados"
"370","Benamocarra","-4.125144","36.801477","http://www.nacionrotonda.com/2015/07/benamocarra-malaga.html",,,"Desenterrados"
"371","Calahorra (sur)","-1.974088","42.298741","http://www.nacionrotonda.com/2015/07/calahorra-sur-la-rioja.html",,,"Desenterrados"
"372","Cambrils","1.061871","41.071547","http://www.nacionrotonda.com/2015/07/cambrils-tarragona.html",,,"Desenterrados"
"373","Carlet","-0.522409","39.221341","http://www.nacionrotonda.com/2015/07/carlet-valencia.html",,,"Desenterrados"
"374","Don Benito Villanueva","-5.828334","38.964808","http://www.nacionrotonda.com/2015/07/don-benito-villanueva-badajoz.html",,,"Desenterrados"
"375","Gemasolar","-5.328888","37.560839","http://www.nacionrotonda.com/2015/07/gemasolar-sevilla.html",,,"Desenterrados"
"376","La Cruz","-15.551191","28.102542","http://www.nacionrotonda.com/2015/07/la-cruz-gran-canaria-las-palmas.html",,,"Desenterrados"
"377","La Isabela","-2.686286","40.43075","http://www.nacionrotonda.com/2015/07/la-isabela-guadalajara.html",,,"Desenterrados"
"378","La Rasa","-3.103916","41.521097","http://www.nacionrotonda.com/2015/07/la-rasa-soria.html",,,"Desenterrados"
"379","La Romana","-0.891059","38.372532","http://www.nacionrotonda.com/2015/07/la-romana-alicante.html",,,"Desenterrados"
"380","La Solana","-3.235951","38.938891","http://www.nacionrotonda.com/2015/07/la-solana-ciudad-real.html",,,"Desenterrados"
"381","Mataró","2.457466","41.555109","http://www.nacionrotonda.com/2015/07/mataro-barcelona.html",,,"Desenterrados"
"382","Moraleda de Zafayona","-3.963247","37.173524","http://www.nacionrotonda.com/2015/07/moraleda-de-zafayona-granada.html",,,"Desenterrados"
"383","Nuevo Roces","-5.669602","43.511252","http://www.nacionrotonda.com/2015/07/nuevo-roces-asturias.html",,,"Desenterrados"
"384","Ontígola (sur)","-3.582466","39.980996","http://www.nacionrotonda.com/2015/07/ontigola-sur-toledo.html",,,"Desenterrados"
"385","Panor mica Golf","0.381682","40.546542","http://www.nacionrotonda.com/2015/07/panoramica-golf-castellon.html",,,"Desenterrados"
"386","PAU de Carabanchel","-3.745906","40.36562","http://www.nacionrotonda.com/2015/07/pau-de-carabanchel-madrid.html",,,"Desenterrados"
"387","Quitapesares","-4.053952","40.914264","http://www.nacionrotonda.com/2015/07/quitapesares-segovia.html",,,"Desenterrados"
"388","Soria","-2.476588","41.768274","http://www.nacionrotonda.com/2015/07/soria-soria.html",,,"Desenterrados"
"389","Azucarera de Carrión","-4.501419","42.10474","http://www.nacionrotonda.com/2015/08/azucarera-de-carrion-palencia.html",,,"Desenterrados"
"390","Benavente (norte)","-5.689739","42.063105","http://www.nacionrotonda.com/2015/08/benavente-norte-zamora.html",,,"Desenterrados"
"391","Colmenar Viejo (sur)","-3.77464","40.649712","http://www.nacionrotonda.com/2015/08/colmenar-viejo-sur-madrid.html",,,"Desenterrados"
"392","Elche (oeste)","-0.672492","38.267343","http://www.nacionrotonda.com/2015/08/elche-oeste-alicante.html",,,"Desenterrados"
"393","El Grau de Burriana","-0.060343","39.876043","http://www.nacionrotonda.com/2015/08/el-grau-de-burriana-castellon.html",,,"Desenterrados"
"394","Estella","-2.034255","42.678694","http://www.nacionrotonda.com/2015/08/estella-navarra.html",,,"Desenterrados"
"395","Fraga","0.404637","41.533055","http://www.nacionrotonda.com/2015/08/fraga-huesca.html",,,"Desenterrados"
"396","Jaén (norte)","-3.772162","37.823363","http://www.nacionrotonda.com/2015/08/jaen-norte-jaen.html",,,"Desenterrados"
"397","Las Lamparillas","-1.113998","38.158326","http://www.nacionrotonda.com/2015/08/las-lamparillas-murcia.html",,,"Desenterrados"
"398","Los Barrios (Algeciras)","-5.485243","36.17657","http://www.nacionrotonda.com/2015/08/los-barrios-algeciras-cadiz.html",,,"Desenterrados"
"399","Marina de Cudeyo","-3.74691","43.395728","http://www.nacionrotonda.com/2015/08/marina-de-cudeyo-cantabria.html",,,"Desenterrados"
"400","Monte Abantos","-4.127386","40.61143","http://www.nacionrotonda.com/2015/08/monte-abantos-el-escorial-madrid.html",,,"Desenterrados"
"401","Palazuelos de Eresma","-4.07298","40.923221","http://www.nacionrotonda.com/2015/08/palazuelos-de-eresma-segovia.html",,,"Desenterrados"
"402","Playa Honda","-13.592792","28.959756","http://www.nacionrotonda.com/2015/08/playa-honda-lanzarote-las-palmas.html",,,"Desenterrados"
"403","Porís de Abona","-16.43053","28.166067","http://www.nacionrotonda.com/2015/08/poris-de-abona-tenerife-santa-cruz-de.html",,,"Desenterrados"
"404","San Jos‚ de la Rinconada","-5.937258","37.489353","http://www.nacionrotonda.com/2015/08/san-jose-de-la-rinconada-sevilla.html",,,"Desenterrados"
"405","Sarracín","-3.678189","42.269723","http://www.nacionrotonda.com/2015/08/sarracin-burgos.html",,,"Desenterrados"
"406","Talavera de la Reina (este)","-4.804598","39.969356","http://www.nacionrotonda.com/2015/08/talavera-de-la-reina-este-toledo.html",,,"Desenterrados"
"407","Torija","-3.027222","40.742715","http://www.nacionrotonda.com/2015/08/torija-guadalajara.html",,,"Desenterrados"
"408","Torrent","-0.468163","39.427855","http://www.nacionrotonda.com/2015/08/torrent-valencia.html",,,"Desenterrados"
"409","Villacastín","-4.428514","40.783564","http://www.nacionrotonda.com/2015/08/villacastin-segovia.html",,,"Desenterrados"
"410","El Pedregal","-17.888548","28.624996","http://www.nacionrotonda.com/search/label/El%20Pedregal",,,"Desenterrados"
"411","A-62 pk 112","-4.651051","41.752781","http://www.nacionrotonda.com/2013/05/a-62-pk-112-valladolid-2006-2011.html",,,"Desenterrados"
"412","Arg‚s","-4.061795","39.806339","http://www.nacionrotonda.com/2013/05/arges-toledo-2002-2011.html",,,"Desenterrados"
"413","Arroyomolinos","-3.910277","40.272564","http://www.nacionrotonda.com/2013/05/arroyomolinos-madrid-2002-2012.html",,,"Desenterrados"
"414","Ávila (sur)","-4.682195","40.642595","http://www.nacionrotonda.com/2013/05/avila-2007-2010.html",,,"Desenterrados"
"415","Azadinos","-5.610461","42.638849","http://www.nacionrotonda.com/2013/05/azadinos-leon-2004-2012.html",,,"Desenterrados"
